"","id","aptadvicefail","aptexpectancyfail","aptadvicesucc","aptexpectancysucc","effortadvicefail","effortexpectancyfail","effortadvicesucc","effortexpectancysucc","stratadvisefail","stratexpectancyfail","stratadvicesucc","stratexpectancysucc","actions","investigate","invest","switch","transfer","expectancy","aptout","aptvar","aptuncon","effortout","effortvar","effortuncon","moodout","moodvar","mooduncon","stratout","stratvar","stratuncon","luckout","luckvar","luckuncon","taskout","taskvar","taskuncon","sms1","sms2","sms3","sms4","sms5","sms6","sms7","sms8","sms","smo1","smo2","smo3","smo","so1","so2","so3","so4","so","gender","race_1","race_2","race_3","race_4","race_4_text","race_5","race_7","age","education","scenario","valence","attribution","do-br-fl_26","do-bl-so","redo_val","redo_den","redo_final","method_val","method_den","method","bruteforce_val","bruteforce_den","bruteforce_final","tangiblerewards_val","tangiblerewards_den","tangiblerewards","threat_val","threat_den","threat","redo_den2","redo_val2","redo","bruteforce_den2","bruteforce_val2","bruteforce","race","aptitude.locus","strategy.locus","effort.locus","aptitude.var","strategy.var","effort.var","aptitude.uncon","strategy.uncon","effort.uncon","locusout","variability","uncontrollability"
"72",74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Showcase the proposal, give the employee credit and congratulate the employee publicly.",10,"Showcase the proposal, give the employee credit and congratulate the employee publicly.",0,0,0,0,10,2,4,3,1,5,1,2,6,1,4,7,6,6,6,5,5,5,5,5,4,5,2,5,4,4,5,4.25,7,7,7,7,4,4,5,4,4.25,1,"White",NA,NA,NA,NA,NA,NA,70,6,"Strategy Scenario Success","Success","Strategy","Aptitude Dimensions|Task Dimensions|Mood Dimensions|Luck Dimensions|Effort Dimensions|Strategy Dimensions","Q90|SO2|SO1|SO3|SO4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",NA,4,NA,NA,7,NA,NA,6,NA,4,7,6
"73",75,"In this scenario, I would ask to privately speak to this employee. I would go over the submitted work with them and show them how I want it done next time. I will then tell them that the work hasn't been up to par and I am expecting better quality from here on out.",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In this scenario, I would ask to privately speak to this employee. I would go over the submitted work with them and show them how I want it done next time. I will then tell them that the work hasn't been up to par and I am expecting better quality from here on out.",0,0,0,0,7,3,4,3,1,3,1,2,7,2,2,4,3,4,5,5,5,5,5,4,4,5,1,4,5,5,5,4.125,6,3,3,4,4,4,4,3,3.75,2,"White",NA,NA,NA,NA,NA,NA,26,4,"Aptitude Scenario Fail","Fail","Aptitude","Effort Dimensions|Task Dimensions|Aptitude Dimensions|Strategy Dimensions|Mood Dimensions|Luck Dimensions","Q90|SO3|SO1|SO2|SO4",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",3,NA,NA,4,NA,NA,3,NA,NA,3,4,3
"74",76,NA,NA,NA,NA,NA,NA,"i would work closely with them in order to flesh out their proposal to make sure they didn't miss anything important. I would do so in order limit failure as much as possible since while it is their idea it would be me presenting it to the company and putting myself at risk in place of them.",10,NA,NA,NA,NA,"i would work closely with them in order to flesh out their proposal to make sure they didn't miss anything important. I would do so in order limit failure as much as possible since while it is their idea it would be me presenting it to the company and putting myself at risk in place of them.",0,0,0,0,10,1,5,1,1,6,1,2,6,3,2,6,2,7,7,7,5,6,5,4,5,5,2,4,4,4,4,4,6,7,5,6,4,5,4,4,4.25,1,NA,"Hispanic/Latino",NA,NA,NA,NA,NA,38,5,"Effort Scenario Success","Success","Effort","Aptitude Dimensions|Luck Dimensions|Effort Dimensions|Task Dimensions|Strategy Dimensions|Mood Dimensions","Q90|SO1|SO2|SO4|SO3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hispanic/Latino",NA,NA,1,NA,NA,6,NA,NA,1,1,6,1
"75",77,NA,NA,NA,NA,NA,NA,"I think that the employee tried very hard on this quality and should get all the recognition cause they deserve it. I think they should get rewarded for it and everyone should see how hard that they worked on it.",11,NA,NA,NA,NA,"I think that the employee tried very hard on this quality and should get all the recognition cause they deserve it. I think they should get rewarded for it and everyone should see how hard that they worked on it.",0,0,0,0,11,5,7,3,1,1,1,7,7,7,1,7,1,7,7,7,7,7,5,5,4,5,1,4,4,4,4,3.875,1,1,1,1,3,5,3,3,3.5,2,"White",NA,NA,NA,NA,NA,NA,29,3,"Effort Scenario Success","Success","Effort","Strategy Dimensions|Effort Dimensions|Aptitude Dimensions|Mood Dimensions|Luck Dimensions|Task Dimensions","Q90|SO2|SO3|SO1|SO4",0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,"White",NA,NA,1,NA,NA,1,NA,NA,1,1,1,1
"76",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would compliment the employee and possibly give them a raise.",11,"I would compliment the employee and possibly give them a raise.",0,0,0,0,11,1,7,4,1,7,1,1,7,1,1,4,1,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,2,2,1,1.666666667,2,3,2,2,2.25,1,"White",NA,NA,NA,NA,NA,NA,53,2,"Strategy Scenario Success","Success","Strategy","Luck Dimensions|Mood Dimensions|Strategy Dimensions|Task Dimensions|Effort Dimensions|Aptitude Dimensions","Q90|SO1|SO2|SO4|SO3",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"White",NA,1,NA,NA,4,NA,NA,1,NA,1,4,1
"77",79,"I would reject their proposal and give them another chance to make a better one with the condition that if they could not show they can improve and provide work up to par, they may be in danger of being let go.",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would reject their proposal and give them another chance to make a better one with the condition that if they could not show they can improve and provide work up to par, they may be in danger of being let go.",0,0,0,0,6,2,6,2,1,7,1,1,7,2,1,7,1,7,7,7,4,7,5,4,4,5,2,5,5,5,5,4.375,5,4,4,4.333333333,4,4,3,4,3.75,2,"White",NA,NA,NA,NA,NA,NA,42,4,"Aptitude Scenario Fail","Fail","Aptitude","Luck Dimensions|Strategy Dimensions|Task Dimensions|Mood Dimensions|Effort Dimensions|Aptitude Dimensions","Q90|SO1|SO4|SO3|SO2",1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,"White",2,NA,NA,6,NA,NA,2,NA,NA,2,6,2
"78",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would praise the employee for their good work and offer a promotion if the strategy was effective.",8,"I would praise the employee for their good work and offer a promotion if the strategy was effective.",0,0,0,0,8,2,3,4,2,5,3,2,6,2,5,5,3,6,7,7,6,6,5,4,5,4,2,3,4,4,4,3.75,6,5,4,5,3,3,4,3,3.25,1,"White",NA,NA,NA,NA,NA,NA,26,3,"Strategy Scenario Success","Success","Strategy","Aptitude Dimensions|Strategy Dimensions|Task Dimensions|Effort Dimensions|Luck Dimensions|Mood Dimensions","Q90|SO2|SO1|SO3|SO4",0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"White",NA,5,NA,NA,5,NA,NA,3,NA,5,5,3
"79",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would take the proposal and show it to the head manager, in consideration for a promotion. This person deserves a raise and a promotion to management.",11,"I would take the proposal and show it to the head manager, in consideration for a promotion. This person deserves a raise and a promotion to management.",0,0,0,0,11,1,1,1,1,1,1,1,7,1,1,1,1,7,7,7,1,7,5,3,5,3,2,3,2,3,2,2.875,2,3,2,2.333333333,3,2,3,3,2.75,2,"White",NA,NA,NA,NA,NA,NA,67,4,"Strategy Scenario Success","Success","Strategy","Mood Dimensions|Luck Dimensions|Strategy Dimensions|Task Dimensions|Effort Dimensions|Aptitude Dimensions","Q90|SO2|SO4|SO1|SO3",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"White",NA,1,NA,NA,1,NA,NA,1,NA,1,1,1
"80",82,NA,NA,"Make the proposal public while giving the employee a lot of credit and talking him or her up.  Perhaps give the employee a bonus or promotion to encourage that level of work from others.",10,NA,NA,NA,NA,NA,NA,NA,NA,"Make the proposal public while giving the employee a lot of credit and talking him or her up.  Perhaps give the employee a bonus or promotion to encourage that level of work from others.",0,0,0,0,10,2,2,3,2,3,2,2,4,3,3,6,2,7,6,6,7,3,5,4,4,4,3,4,4,4,4,3.875,6,6,6,6,4,4,4,4,4,1,"White",NA,NA,NA,NA,NA,NA,31,5,"Aptitude Scenario Success","Success","Aptitude","Strategy Dimensions|Luck Dimensions|Mood Dimensions|Effort Dimensions|Aptitude Dimensions|Task Dimensions","Q90|SO4|SO1|SO3|SO2",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"White",2,NA,NA,2,NA,NA,3,NA,NA,2,2,3
"81",83,"I would see if this is the first time the employee has produced low quality work or if it is an ongoing issue. If the issue is new, I would kindly tell the employee that the proposal isn't quite ready yet and that he should put in some more time. If this was an ongoing issue, I would instead be a bit more critical and consider someone else help him on his work. If the issue had gone on for an extended period of time, I would consider changing the person's position to something less demanding, or as a last resort consider firing him.",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would see if this is the first time the employee has produced low quality work or if it is an ongoing issue. If the issue is new, I would kindly tell the employee that the proposal isn't quite ready yet and that he should put in some more time. If this was an ongoing issue, I would instead be a bit more critical and consider someone else help him on his work. If the issue had gone on for an extended period of time, I would consider changing the person's position to something less demanding, or as a last resort consider firing him.",1,0,1,1,7,3,2,3,2,4,3,2,6,4,4,4,3,6,7,6,3,2,5,3,4,4,4,4,4,4,5,4,5,6,6,5.666666667,4,4,3,4,3.75,1,"White",NA,NA,NA,NA,NA,NA,39,6,"Aptitude Scenario Fail","Fail","Aptitude","Luck Dimensions|Effort Dimensions|Mood Dimensions|Strategy Dimensions|Aptitude Dimensions|Task Dimensions","Q90|SO1|SO4|SO2|SO3",0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,"White",3,NA,NA,2,NA,NA,3,NA,NA,3,2,3
"82",84,NA,NA,"I would commend the employee for the high quality work. I would also mention the employee to higher ups in the company, and groom him for possible promotion.",10,NA,NA,NA,NA,NA,NA,NA,NA,"I would commend the employee for the high quality work. I would also mention the employee to higher ups in the company, and groom him for possible promotion.",0,1,0,0,10,2,3,3,1,4,3,1,5,3,1,2,2,6,6,6,6,4,5,3,3,3,2,3,3,3,3,2.875,5,4,3,4,3,3,3,3,3,1,"White",NA,NA,NA,NA,NA,NA,56,5,"Aptitude Scenario Success","Success","Aptitude","Aptitude Dimensions|Strategy Dimensions|Mood Dimensions|Luck Dimensions|Task Dimensions|Effort Dimensions","Q90|SO2|SO1|SO4|SO3",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"White",2,NA,NA,3,NA,NA,3,NA,NA,2,3,3
"83",85,NA,NA,"Given the bare minimum facts you have laid out, I would definitely talk with the employee regarding either heading up the showcase efforts, or at least being a co-head with me.  The employee may have high aptitude but little experience.",9,NA,NA,NA,NA,NA,NA,NA,NA,"Given the bare minimum facts you have laid out, I would definitely talk with the employee regarding either heading up the showcase efforts, or at least being a co-head with me.  The employee may have high aptitude but little experience.",0,1,0,0,9,2,6,2,1,5,1,2,6,3,5,7,2,4,4,4,4,6,5,5,5,5,2,5,5,5,5,4.625,5,5,5,5,3,3,3,3,3,2,"White",NA,NA,NA,NA,NA,NA,74,5,"Aptitude Scenario Success","Success","Aptitude","Task Dimensions|Mood Dimensions|Strategy Dimensions|Aptitude Dimensions|Effort Dimensions|Luck Dimensions","Q90|SO1|SO4|SO2|SO3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",2,NA,NA,6,NA,NA,2,NA,NA,2,6,2
"84",86,NA,NA,NA,NA,NA,NA,NA,NA,"i would talk to them about their work. I would try to encourage them.",6,NA,NA,"i would talk to them about their work. I would try to encourage them.",0,0,0,0,6,5,6,4,6,3,4,5,2,3,5,2,3,3,1,6,5,3,5,4,2,3,5,4,1,2,3,3,6,3,4,4.333333333,3,4,1,2,2.5,1,"White",NA,NA,NA,NA,NA,NA,35,5,"Strategy Scenario Fail","Fail","Strategy","Task Dimensions|Strategy Dimensions|Aptitude Dimensions|Luck Dimensions|Effort Dimensions|Mood Dimensions","Q90|SO2|SO4|SO1|SO3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",NA,5,NA,NA,2,NA,NA,3,NA,5,2,3
"85",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would express my appreciation both personally and by email to the entire company and possibly recommend a raise or bonus.",11,"I would express my appreciation both personally and by email to the entire company and possibly recommend a raise or bonus.",0,0,0,0,11,1,3,5,3,7,2,1,7,3,1,7,2,4,1,7,6,7,5,5,5,5,3,5,5,5,2,4.375,3,1,2,2,4,4,3,3,3.5,1,"White",NA,NA,NA,NA,NA,NA,60,3,"Strategy Scenario Success","Success","Strategy","Mood Dimensions|Luck Dimensions|Aptitude Dimensions|Effort Dimensions|Strategy Dimensions|Task Dimensions","Q90|SO3|SO4|SO2|SO1",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"White",NA,1,NA,NA,7,NA,NA,2,NA,1,7,2
"86",88,NA,NA,NA,NA,NA,NA,"I would let the employee know what an excellent job they did and share their work with the rest of the company.",11,NA,NA,NA,NA,"I would let the employee know what an excellent job they did and share their work with the rest of the company.",0,0,0,0,11,1,2,2,1,7,2,1,7,5,1,6,1,5,5,3,2,6,5,5,4,5,4,3,4,3,3,3.875,6,4,3,4.333333333,3,3,4,4,3.5,1,"White",NA,NA,NA,NA,NA,NA,37,4,"Effort Scenario Success","Success","Effort","Task Dimensions|Mood Dimensions|Effort Dimensions|Luck Dimensions|Strategy Dimensions|Aptitude Dimensions","Q90|SO3|SO4|SO1|SO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",NA,NA,1,NA,NA,7,NA,NA,2,1,7,2
"87",89,NA,NA,NA,NA,"I would explain to them that they did not put enough effort into it and that they should work on improving their views so that they are more in line with the companies views. I would tell them to try and improve their idea.s",8,NA,NA,NA,NA,NA,NA,"I would explain to them that they did not put enough effort into it and that they should work on improving their views so that they are more in line with the companies views. I would tell them to try and improve their idea.s",0,0,0,0,8,3,4,2,1,2,2,1,5,3,2,3,3,6,7,6,5,6,5,4,4,3,4,3,3,3,3,3.375,3,4,4,3.666666667,3,3,3,4,3.25,1,"White",NA,NA,NA,NA,NA,NA,23,5,"Effort Scenario Fail","Fail","Effort","Aptitude Dimensions|Task Dimensions|Luck Dimensions|Strategy Dimensions|Mood Dimensions|Effort Dimensions","Q90|SO3|SO4|SO1|SO2",0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,"White",NA,NA,1,NA,NA,2,NA,NA,2,1,2,2
"88",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would go forward with the employee's proposal. I think that the employee did a good job with it. I have faith in this employee's proposal.",10,"I would go forward with the employee's proposal. I think that the employee did a good job with it. I have faith in this employee's proposal.",0,0,0,0,10,3,3,3,2,3,1,1,6,2,3,4,3,6,6,7,7,5,5,2,3,3,3,3,3,3,3,2.875,4,4,4,4,3,4,3,3,3.25,1,"White","Hispanic/Latino",NA,NA,NA,NA,NA,29,4,"Strategy Scenario Success","Success","Strategy","Effort Dimensions|Luck Dimensions|Strategy Dimensions|Mood Dimensions|Task Dimensions|Aptitude Dimensions","Q90|SO2|SO4|SO3|SO1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hispanic/Latino",NA,3,NA,NA,4,NA,NA,3,NA,3,4,3
"89",91,NA,NA,NA,NA,NA,NA,"I would take the proposal and give a bonus.",10,NA,NA,NA,NA,"I would take the proposal and give a bonus.",0,0,0,0,10,1,1,2,1,3,1,1,7,3,1,7,1,7,7,7,7,7,5,4,4,5,2,4,4,4,5,4,6,6,6,6,4,5,4,4,4.25,1,"White",NA,NA,NA,NA,NA,NA,62,4,"Effort Scenario Success","Success","Effort","Aptitude Dimensions|Strategy Dimensions|Luck Dimensions|Mood Dimensions|Effort Dimensions|Task Dimensions","Q90|SO3|SO2|SO4|SO1",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"White",NA,NA,1,NA,NA,3,NA,NA,1,1,3,1
"90",92,NA,NA,"Share it with a high-level group of employees",8,NA,NA,NA,NA,NA,NA,NA,NA,"Share it with a high-level group of employees",0,0,0,0,8,1,7,1,1,7,1,1,7,1,1,7,1,7,7,1,7,7,5,5,4,5,1,5,5,5,4,4.25,7,7,7,7,4,5,4,4,4.25,1,"White",NA,NA,NA,NA,NA,NA,62,5,"Aptitude Scenario Success","Success","Aptitude","Luck Dimensions|Effort Dimensions|Mood Dimensions|Aptitude Dimensions|Task Dimensions|Strategy Dimensions","Q90|SO4|SO1|SO2|SO3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",1,NA,NA,7,NA,NA,1,NA,NA,1,7,1
"91",93,NA,NA,NA,NA,"Speak to them directly and let them know exactly what's wrong. Inform them that I know they are capable of much better and to give it another shot.",11,NA,NA,NA,NA,NA,NA,"Speak to them directly and let them know exactly what's wrong. Inform them that I know they are capable of much better and to give it another shot.",0,0,0,0,11,1,7,1,1,7,1,1,7,1,1,7,1,4,4,1,5,7,5,1,1,5,1,5,5,5,5,3.5,7,5,5,5.666666667,5,5,5,5,5,1,"White",NA,NA,NA,NA,NA,NA,33,3,"Effort Scenario Fail","Fail","Effort","Task Dimensions|Strategy Dimensions|Mood Dimensions|Luck Dimensions|Effort Dimensions|Aptitude Dimensions","Q90|SO4|SO3|SO1|SO2",1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,"White",NA,NA,1,NA,NA,7,NA,NA,1,1,7,1
"92",94,NA,NA,NA,NA,NA,NA,NA,NA,"I would talk with the employee and explain to them why I am likely rejecting their proposal. I'd have a discussion with them to see why they thought it was a good proposal to perhaps see if I was actually mistaken",6,NA,NA,"I would talk with the employee and explain to them why I am likely rejecting their proposal. I'd have a discussion with them to see why they thought it was a good proposal to perhaps see if I was actually mistaken",1,0,0,0,6,2,5,3,2,3,2,2,2,2,2,3,2,5,5,6,6,5,5,3,3,4,3,4,4,4,4,3.625,7,6,6,6.333333333,4,4,4,4,4,1,NA,NA,NA,NA,NA,"Black/African American",NA,38,4,"Strategy Scenario Fail","Fail","Strategy","Task Dimensions|Strategy Dimensions|Aptitude Dimensions|Effort Dimensions|Luck Dimensions|Mood Dimensions","Q90|SO4|SO2|SO1|SO3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Black/African American",NA,2,NA,NA,3,NA,NA,2,NA,2,3,2
"93",95,NA,NA,NA,NA,"I would call an individual meeting with the employee. I would express my disappointment with the project, but I would also ask them if there was anything personally that would have detracted from the quality of their work. If there seemed to be a legitimate reason that the quality had suffered, I would offer them an extra day or two to revise the proposal (as long as the plan's timeline could accommodate it). If they had flimsy excuses or didn't accept that the work wasn't very good, I would reject the proposal.",6,NA,NA,NA,NA,NA,NA,"I would call an individual meeting with the employee. I would express my disappointment with the project, but I would also ask them if there was anything personally that would have detracted from the quality of their work. If there seemed to be a legitimate reason that the quality had suffered, I would offer them an extra day or two to revise the proposal (as long as the plan's timeline could accommodate it). If they had flimsy excuses or didn't accept that the work wasn't very good, I would reject the proposal.",1,0,0,0,6,4,5,3,6,6,3,2,6,4,6,7,2,7,7,7,6,7,5,5,5,5,2,5,5,5,5,4.625,6,6,6,6,4,5,4,4,4.25,2,"White",NA,NA,NA,NA,NA,NA,30,5,"Effort Scenario Fail","Fail","Effort","Effort Dimensions|Mood Dimensions|Luck Dimensions|Strategy Dimensions|Aptitude Dimensions|Task Dimensions","Q90|SO3|SO4|SO2|SO1",1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,"White",NA,NA,6,NA,NA,6,NA,NA,3,6,6,3
"94",96,NA,NA,"I would take this proposal and present it to upper management, so they could see the talented employee that we have, and work with him to advance his career with the company. Strategically get him the education/experience that would be helpful to him for career advancement.",9,NA,NA,NA,NA,NA,NA,NA,NA,"I would take this proposal and present it to upper management, so they could see the talented employee that we have, and work with him to advance his career with the company. Strategically get him the education/experience that would be helpful to him for career advancement.",0,1,0,0,9,2,3,6,1,6,2,1,7,3,2,7,2,7,7,7,7,7,5,4,5,3,3,4,4,4,3,3.75,6,5,5,5.333333333,3,3,4,4,3.5,2,"White",NA,NA,NA,NA,NA,NA,31,5,"Aptitude Scenario Success","Success","Aptitude","Aptitude Dimensions|Task Dimensions|Effort Dimensions|Luck Dimensions|Strategy Dimensions|Mood Dimensions","Q90|SO1|SO4|SO2|SO3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",2,NA,NA,3,NA,NA,6,NA,NA,2,3,6
"95",97,NA,NA,NA,NA,NA,NA,NA,NA,"I would return the report along with my evaluation. I would further more ask what his reasoning was behind this approach and why he sees it as addressing the  issue.",6,NA,NA,"I would return the report along with my evaluation. I would further more ask what his reasoning was behind this approach and why he sees it as addressing the  issue.",1,0,0,0,6,1,5,4,1,7,1,1,7,1,1,7,1,7,7,5,4,7,5,2,4,3,2,5,4,5,5,3.75,5,3,2,3.333333333,3,5,3,4,3.75,1,"White",NA,NA,NA,NA,NA,NA,60,5,"Strategy Scenario Fail","Fail","Strategy","Strategy Dimensions|Aptitude Dimensions|Luck Dimensions|Effort Dimensions|Task Dimensions|Mood Dimensions","Q90|SO3|SO1|SO2|SO4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",NA,1,NA,NA,7,NA,NA,1,NA,1,7,1
"96",98,"I would consider my options maybe I could reassign him/her to a project/job that would be better suited for him/her. I would look to hire someone new for the position.",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would consider my options maybe I could reassign him/her to a project/job that would be better suited for him/her. I would look to hire someone new for the position.",0,0,1,1,3,1,1,6,1,1,1,4,7,3,4,7,3,7,7,7,7,7,5,5,5,5,2,5,5,5,5,4.625,5,5,5,5,4,4,4,4,4,1,"White",NA,NA,NA,NA,NA,NA,31,3,"Aptitude Scenario Fail","Fail","Aptitude","Mood Dimensions|Aptitude Dimensions|Effort Dimensions|Task Dimensions|Strategy Dimensions|Luck Dimensions","Q90|SO1|SO3|SO2|SO4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",1,NA,NA,1,NA,NA,6,NA,NA,1,1,6
"97",99,NA,NA,"I would let the employee know how I feel and commend him on his work.  I would encourage him to keep up the good work and that I was impressed with him.  I would also try to cultivate his talent and make my superiors aware of his quality work and how he could be a real asset in the future to the company.",10,NA,NA,NA,NA,NA,NA,NA,NA,"I would let the employee know how I feel and commend him on his work.  I would encourage him to keep up the good work and that I was impressed with him.  I would also try to cultivate his talent and make my superiors aware of his quality work and how he could be a real asset in the future to the company.",0,1,0,0,10,1,2,4,1,5,1,2,6,2,3,4,4,5,4,4,6,7,5,4,4,4,2,4,4,4,4,3.75,5,5,4,4.666666667,4,5,4,5,4.5,1,NA,"Hispanic/Latino",NA,NA,NA,NA,NA,49,7,"Aptitude Scenario Success","Success","Aptitude","Mood Dimensions|Effort Dimensions|Luck Dimensions|Task Dimensions|Aptitude Dimensions|Strategy Dimensions","Q90|SO2|SO4|SO1|SO3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hispanic/Latino",1,NA,NA,2,NA,NA,4,NA,NA,1,2,4
"98",100,NA,NA,NA,NA,NA,NA,"I would include my employee into the showcase, to highlight the vital role they played with created such a high quality proposal.",8,NA,NA,NA,NA,"I would include my employee into the showcase, to highlight the vital role they played with created such a high quality proposal.",0,0,0,0,8,1,5,4,1,5,1,1,5,4,1,4,2,5,6,7,4,6,5,3,3,3,3,2,3,2,3,2.75,5,4,2,3.666666667,2,3,2,2,2.25,1,NA,NA,NA,NA,NA,NA,NA,29,4,"Effort Scenario Success","Success","Effort","Mood Dimensions|Task Dimensions|Aptitude Dimensions|Effort Dimensions|Strategy Dimensions|Luck Dimensions","Q90|SO1|SO4|SO2|SO3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,5,NA,NA,1,1,5,1
"99",101,NA,NA,"I would praise the employee for submitting such a high quality proposal and, since it appears to be something I want to carry out, put him/her in charge of the project.",10,NA,NA,NA,NA,NA,NA,NA,NA,"I would praise the employee for submitting such a high quality proposal and, since it appears to be something I want to carry out, put him/her in charge of the project.",0,0,0,0,10,1,2,2,1,4,1,1,7,1,1,4,1,7,7,7,6,1,5,3,5,3,1,4,4,4,4,3.5,2,3,2,2.333333333,3,4,3,3,3.25,2,"White",NA,"Native American/American Indian",NA,NA,NA,NA,51,5,"Aptitude Scenario Success","Success","Aptitude","Luck Dimensions|Strategy Dimensions|Effort Dimensions|Aptitude Dimensions|Task Dimensions|Mood Dimensions","Q90|SO4|SO3|SO1|SO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Native American/American Indian",1,NA,NA,2,NA,NA,2,NA,NA,1,2,2
"100",102,NA,NA,NA,NA,"I would have a meeting with the employee and have a heart-to-heart talk with him/her.  I would try to see if the person has some kind of problem personally that could be making his performance less than normal.  I would ask if he needed more guidance or had the resources necessary to do a better job.  If personal problems aren't the case, I would tell him that we need better quality or his job is at stake.",8,NA,NA,NA,NA,NA,NA,"I would have a meeting with the employee and have a heart-to-heart talk with him/her.  I would try to see if the person has some kind of problem personally that could be making his performance less than normal.  I would ask if he needed more guidance or had the resources necessary to do a better job.  If personal problems aren't the case, I would tell him that we need better quality or his job is at stake.",1,0,0,1,8,1,3,4,1,5,1,2,7,3,1,5,2,6,6,6,6,5,5,4,4,4,3,4,4,5,4,4,5,4,4,4.333333333,3,4,3,3,3.25,2,"White",NA,NA,NA,NA,NA,NA,64,4,"Effort Scenario Fail","Fail","Effort","Task Dimensions|Effort Dimensions|Mood Dimensions|Luck Dimensions|Strategy Dimensions|Aptitude Dimensions","Q90|SO4|SO3|SO2|SO1",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"White",NA,NA,1,NA,NA,5,NA,NA,1,1,5,1
"101",103,NA,NA,NA,NA,NA,NA,"I would let this employee present the project and also write up a recommendation for bonus and/or better position in the company.",11,NA,NA,NA,NA,"I would let this employee present the project and also write up a recommendation for bonus and/or better position in the company.",0,0,0,0,11,1,2,2,1,3,2,1,2,1,1,5,4,4,4,7,5,6,5,4,4,3,3,4,3,4,3,3.5,5,5,5,5,3,4,4,4,3.75,1,"White",NA,NA,NA,NA,NA,NA,55,4,"Effort Scenario Success","Success","Effort","Effort Dimensions|Aptitude Dimensions|Luck Dimensions|Task Dimensions|Mood Dimensions|Strategy Dimensions","Q90|SO4|SO1|SO2|SO3",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"White",NA,NA,1,NA,NA,3,NA,NA,2,1,3,2
