"","ID","Apt advice","Apt expectancy","Effort Advice","Effort Expectancy","Strat Advise","Strat Expectancy","Luck Advise","Luck Expectancy","Advice","Strategy_frequency","Strategy_factors","AptOut","AptVar","AptUncon","EffortOut","EffortVar","EffortUncon","MoodOut","MoodVar","MoodUncon","StratOut","StratVar","StratUncon","LuckOut","LuckVar","LuckUncon","TaskOut","TaskVar","TaskUncon","SMS1","SMS2","SMS3","SMS4","SMS5","SMS6","SMO1","SMO2","SMO3","MP1","MP2","MP3","MP4","SO1","SO2","SO3","SO4","SMS_mean","SMO_mean","MP_mean","SO_mean","Expectancy","Gender","Age","Education","Scenario","Effort_Dum","Strategy_Dum","SE_Dum","Justification","Detailed","Possibilities","Resources","Resources_withNotes","HelpingBeh","Prioritization","Quality","Method_Val","Method_Den","Method","BruteForce_Val","BruteForce_Den","Bruteforce_Final","SeekHelp_Val","SeekHelp_Den","SeekHelp","NoteTaking_Val","NoteTaking_Den","NoteTaking","BruteForcePure_Den","BruteForcePure_Val","BruteForce","Combined_Method","Convergent_Method","total_method","Total","Method_bin","BruteForce_bin","aptitude.locus","strategy.locus","effort.locus","aptitude.var","strategy.var","effort.var","aptitude.uncon","strategy.uncon","effort.uncon","LocusOut","Variability","Uncontrollability"
"37",49,NA,NA,"Review the lessons taught in class by the teacher-make an outline of crucial talking points/subjects. Review any relevant facts pertaining to the subject by studying online and in the library. /  / I would tell Amelia to memorize as much information as she could for the test.",9,NA,NA,NA,NA,"Review the lessons taught in class by the teacher-make an outline of crucial talking points/subjects. Review any relevant facts pertaining to the subject by studying online and in the library. /  / I would tell Amelia to memorize as much information as she could for the test.",NA,NA,5,7,1,1,4,1,1,7,1,1,7,1,7,7,7,4,6,5,4,5,5,2,5,4,7,6,6,3,4,3,4,3,4,4,4,4.6,6.33333333333333,3.5,3.75,9,1,51,3,"Effort",1,0,0,0,1,0,1,1,0,1,0.6,1,2,1,2,1,2,0,0,0,0,0,0,1,2,1,1,1,2,3,1,1,NA,NA,1,NA,NA,4,NA,NA,1,1,4,1
"38",51,"I would recommend that she talk to her teacher and/or other students in the class to go over the materials and try to catch up.",9,NA,NA,NA,NA,NA,NA,"I would recommend that she talk to her teacher and/or other students in the class to go over the materials and try to catch up.",NA,NA,1,7,2,1,7,1,1,7,3,1,7,1,7,7,7,7,1,7,4,4,4,2,4,4,2,2,1,2,4,2,2,4,4,3,4,4,1.66666666666667,2.5,3.75,9,2,39,5,"Aptitude",0,0,NA,0.5,1,0,1,1,1,0,0.5,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,1,NA,NA,7,NA,NA,2,NA,NA,1,7,2
"39",53,NA,NA,"If you want to succeed in this test, you have to ask yourself how seriously you want to do so. It seems that you're really not that motivated. Perhaps you should think about why you want to do well on this test as well the negative consequences should you do poorly.",7,NA,NA,NA,NA,"If you want to succeed in this test, you have to ask yourself how seriously you want to do so. It seems that you're really not that motivated. Perhaps you should think about why you want to do well on this test as well the negative consequences should you do poorly.",NA,NA,1,2,6,2,4,3,2,6,3,3,6,2,7,4,7,7,7,6,5,5,5,3,5,5,5,5,5,3,3,4,3,4,4,4,4,5,5,3.25,4,7,1,54,4,"Effort",1,0,0,1,0,0,0,0,0,0,0.2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,NA,NA,2,NA,NA,4,NA,NA,3,2,4,3
"40",54,"I would find out what learning style she has, from there I would be able to give her pointers on how to study for the exam.  The way that she is studying is not working for her and she just needs to approach learning from a different point of view in order to see results and hopefully start retaining information.",9,NA,NA,NA,NA,NA,NA,"I would find out what learning style she has, from there I would be able to give her pointers on how to study for the exam.  The way that she is studying is not working for her and she just needs to approach learning from a different point of view in order to see results and hopefully start retaining information.",NA,NA,3,5,3,3,3,3,2,5,3,1,6,3,7,7,7,1,5,2,4,4,4,2,5,4,6,6,6,5,5,4,5,4,4,5,5,4.2,6,4.75,4.5,9,2,42,6,"Aptitude",0,0,NA,1,0,1,0,0,0,0,0.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3,NA,NA,5,NA,NA,3,NA,NA,3,5,3
"41",55,NA,NA,"I would nicely say she probably needs to spend a little more time reading through materials",9,NA,NA,NA,NA,"I would nicely say she probably needs to spend a little more time reading through materials",NA,NA,1,1,4,1,5,1,1,7,3,4,5,4,7,7,7,7,7,7,3,3,4,3,3,3,4,5,3,5,4,4,4,3,5,3,4,3.2,4,4.25,3.75,9,2,29,5,"Effort",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,NA,NA,1,NA,NA,5,NA,NA,1,1,5,1
"42",56,"I would make flashcards and drill yourself on the materials.",8,NA,NA,NA,NA,NA,NA,"I would make flashcards and drill yourself on the materials.",NA,NA,1,6,2,1,5,1,4,7,5,1,6,5,7,7,7,6,6,2,3,3,3,2,3,3,3,2,2,4,4,3,3,2,4,3,3,3,2.33333333333333,3.5,3,8,1,39,4,"Aptitude",0,0,NA,0,1,0,1,1,0,0,0.4,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,2,1,1,1,NA,NA,6,NA,NA,2,NA,NA,1,6,2
"43",57,NA,NA,NA,NA,"First I would suggest she ask the instructor how she could better study for the test. Then I would suggest she learn a better and more efficient way to take notes. Finally, I suggest she find study partners that she could discuss the important points to the lectures.",11,NA,NA,"First I would suggest she ask the instructor how she could better study for the test. Then I would suggest she learn a better and more efficient way to take notes. Finally, I suggest she find study partners that she could discuss the important points to the lectures.",NA,NA,1,6,2,1,6,1,1,7,1,1,7,1,2,7,4,5,7,5,5,5,5,2,5,5,7,7,7,4,5,4,2,4,4,4,4,5,7,3.75,4,11,1,59,5,"Strategy",0,1,1,0.5,1,0,1,1,1,1,0.7,1,2,2,0,0,0,2,1,1,0,0,0,0,0,0,2,0,2,3,1,0,NA,1,NA,NA,7,NA,NA,1,NA,1,7,1
"44",59,NA,NA,NA,NA,"Try to study key concepts. Take meaningful notes during lectures. Don't try to just memorize the material, try to actually learn it.",8,NA,NA,"Try to study key concepts. Take meaningful notes during lectures. Don't try to just memorize the material, try to actually learn it.",NA,NA,1,3,4,1,7,1,1,7,5,5,7,4,7,7,7,7,3,5,3,4,4,3,4,4,5,6,7,3,3,4,3,3,4,3,3,3.8,6,3.25,3.25,8,2,27,5,"Strategy",0,1,1,0,0,0,0,1,0,1,0.4,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,2,0,1,2,1,0,NA,5,NA,NA,7,NA,NA,4,NA,5,7,4
"45",60,NA,NA,"I would really want to make sure that Amelia realizes the reasons why she does poorly in her tests. I would tell her that she should revise her study materials and make a conscious effort to pay attention in class by perhaps taking notes so that there is something to fall back on. I would tell her that if she wanted to truly do better, it would be imperative for her to put more effort in actually learning the material.",10,NA,NA,NA,NA,"I would really want to make sure that Amelia realizes the reasons why she does poorly in her tests. I would tell her that she should revise her study materials and make a conscious effort to pay attention in class by perhaps taking notes so that there is something to fall back on. I would tell her that if she wanted to truly do better, it would be imperative for her to put more effort in actually learning the material.",NA,NA,4,4,3,2,2,1,2,4,4,3,3,2,6,6,7,4,4,3,3,3,3,2,3,3,5,4,4,3,3,2,2,3,4,3,3,3,4.33333333333333,2.5,3.25,10,2,23,5,"Effort",1,0,0,1,0,0,0,1,0,0,0.4,1,0,0,2,3,2,0,0,0,1,1,1,2,0,2,1,0,0,3,0,1,NA,NA,2,NA,NA,2,NA,NA,1,2,2,1
"46",62,NA,NA,NA,NA,"I would tell her to study more loosely, try to understand the facts and not just memorize them.",3,NA,NA,"I would tell her to study more loosely, try to understand the facts and not just memorize them.",NA,NA,1,2,6,1,7,1,1,7,4,1,7,1,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1.25,1,3,1,29,5,"Strategy",0,1,1,0,0,0,0,0,0,1,0.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,NA,1,NA,NA,7,NA,NA,1,NA,1,7,1
"47",63,NA,NA,"I would tell Amelia to study for the test each day for a few days in advance of the test. Make sure you know all the material, and study without any distractions.",9,NA,NA,NA,NA,"I would tell Amelia to study for the test each day for a few days in advance of the test. Make sure you know all the material, and study without any distractions.",NA,NA,3,4,3,1,3,1,1,4,2,2,6,1,7,6,7,7,5,5,2,3,3,4,3,3,5,4,2,3,4,2,2,3,3,4,4,2.8,3.66666666666667,2.75,3.5,9,1,30,5,"Effort",1,0,0,0,0.5,1,0,0,0,0,0.3,2,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,2,2,1,0,NA,NA,1,NA,NA,3,NA,NA,1,1,3,1
"48",64,NA,NA,NA,NA,"I would advise her that she needs to pay more attention to understanding what is being said and not just memorizing things. I would advise her to read the chapters about what the lectures were in class to get a better understanding of what the teacher was explaining.",10,NA,NA,"I would advise her that she needs to pay more attention to understanding what is being said and not just memorizing things. I would advise her to read the chapters about what the lectures were in class to get a better understanding of what the teacher was explaining.",NA,NA,2,4,3,1,5,1,1,6,3,3,6,2,2,6,7,5,6,4,4,4,4,3,3,3,5,1,2,4,4,3,2,3,3,3,3,3.6,2.66666666666667,3.25,3,10,2,41,3,"Strategy",0,1,1,1,1,0,1,1,0,1,0.8,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,2,1,1,NA,3,NA,NA,6,NA,NA,2,NA,3,6,2
"49",66,NA,NA,"I would rewrite all my notes and study those and ask questions on things you are sure of. Also get a study partner or group and try doing that.",6,NA,NA,NA,NA,"I would rewrite all my notes and study those and ask questions on things you are sure of. Also get a study partner or group and try doing that.",NA,NA,3,4,4,2,4,2,2,3,3,2,5,3,6,4,3,5,4,3,4,4,4,3,4,4,4,3,3,4,4,4,4,2,2,3,3,4,3.33333333333333,4,2.5,6,2,58,4,"Effort",1,0,0,0,1,0,1,1,0,0,0.4,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,2,3,1,0,NA,NA,2,NA,NA,4,NA,NA,2,2,4,2
"50",68,NA,NA,"I would be honest with her and tell her that she needs to put more effort into her studies. I would ask her if she is having difficulties with concentration and let her know some of the ways I combat this type of issue myself. Ultimately it is on her to follow through and try to do better.",10,NA,NA,NA,NA,"I would be honest with her and tell her that she needs to put more effort into her studies. I would ask her if she is having difficulties with concentration and let her know some of the ways I combat this type of issue myself. Ultimately it is on her to follow through and try to do better.",NA,NA,4,5,3,1,7,1,1,4,1,4,7,1,7,7,4,7,4,6,5,5,5,2,5,5,7,7,5,5,5,5,5,5,5,5,5,5,6.33333333333333,5,5,10,2,34,5,"Effort",1,0,0,0.5,0.5,1,0,0,0,0,0.4,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,2,2,1,0,NA,NA,1,NA,NA,7,NA,NA,1,1,7,1
"51",69,NA,NA,NA,NA,"Try to be more active with your studying. Instead of just mindlessly reading through your notes, ask yourself questions about what you're reading. Answer these questions as you read, and try to make connections between what your currently studying and what you've studied in the past.",8,NA,NA,"Try to be more active with your studying. Instead of just mindlessly reading through your notes, ask yourself questions about what you're reading. Answer these questions as you read, and try to make connections between what your currently studying and what you've studied in the past.",NA,NA,1,5,2,1,7,1,1,7,4,1,7,1,7,7,7,7,1,4,3,3,3,4,3,3,5,5,5,5,5,5,4,2,3,3,2,3,5,4.75,2.5,8,2,31,3,"Strategy",0,1,1,0,1,0,1,1,0,1,0.6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,1,0,NA,1,NA,NA,7,NA,NA,1,NA,1,7,1
"52",70,"To recognize her weaknesses and begin studying far in advance because she appears to have trouble grasping all needed information. I may offer a copy of my notes for her to look over.",8,NA,NA,NA,NA,NA,NA,"To recognize her weaknesses and begin studying far in advance because she appears to have trouble grasping all needed information. I may offer a copy of my notes for her to look over.",NA,NA,2,3,6,2,5,1,2,6,3,3,5,2,6,5,6,6,6,6,4,4,4,2,4,4,6,6,5,4,4,4,4,3,4,3,3,4,5.66666666666667,4,3.25,8,2,24,5,"Aptitude",0,0,NA,1,0,0,1,1,1,0,0.4,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,2,0,0,2,NA,NA,3,NA,NA,6,NA,NA,2,3,6
"53",71,NA,NA,"I would advise her to learn some new study techniques. I would tell her she could google some studying tricks and learn to take better notes.",6,NA,NA,NA,NA,"I would advise her to learn some new study techniques. I would tell her she could google some studying tricks and learn to take better notes.",NA,NA,3,4,4,2,4,2,2,7,4,2,5,2,7,7,7,7,2,4,3,3,3,2,3,3,4,4,4,2,2,3,2,3,4,3,3,3,4,2.25,3.25,6,2,28,6,"Effort",1,0,0,0,0,0,1,1,0,0,0.2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,NA,NA,2,NA,NA,4,NA,NA,2,2,4,2
"54",73,"I would advise her to find an online tutor. Just because I think she has a low aptitude for the subject doesn't mean that she can't work hard and grasp the material anyway. She may just need someone to explain it in a different way than the professor did. A tutor would be helpful with that.",8,NA,NA,NA,NA,NA,NA,"I would advise her to find an online tutor. Just because I think she has a low aptitude for the subject doesn't mean that she can't work hard and grasp the material anyway. She may just need someone to explain it in a different way than the professor did. A tutor would be helpful with that.",NA,NA,3,3,3,1,7,1,1,7,2,1,6,2,7,6,5,3,3,3,5,5,5,2,5,5,5,5,5,4,4,5,3,4,5,3,4,5,5,4,4,8,2,38,5,"Aptitude",0,0,NA,1,0.5,0,1,1,1,0,0.5,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,2,0,1,3,NA,NA,3,NA,NA,3,NA,NA,3,3,3
"55",74,NA,NA,"I would advise Amelia to set aside some serious time to study. She needs to start now to have time to review and catch up on what she didn't understand on the last test. She should probably see if there are some classmates with whom she can form a study group -- or just find one to join. That might help quite a lot if she does indeed not pay enough attention in class and might, thus, have some holes in her own notes. She needs to devote time each day to make up for lost time and review the last test to make sure she understands what she didn't at that point.",9,NA,NA,NA,NA,"I would advise Amelia to set aside some serious time to study. She needs to start now to have time to review and catch up on what she didn't understand on the last test. She should probably see if there are some classmates with whom she can form a study group -- or just find one to join. That might help quite a lot if she does indeed not pay enough attention in class and might, thus, have some holes in her own notes. She needs to devote time each day to make up for lost time and review the last test to make sure she understands what she didn't at that point.",NA,NA,1,1,7,1,7,1,1,7,4,2,5,2,7,7,7,7,2,6,3,4,3,2,4,4,5,5,5,4,4,3,3,4,4,3,4,3.6,5,3.5,3.75,9,1,41,5,"Effort",1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,2,1,1,1,0,0,0,1,2,2,1,0,1,4,1,1,NA,NA,1,NA,NA,7,NA,NA,1,1,7,1
"56",75,NA,NA,NA,NA,"I would tell her I think she needs to change up how she studies. Then I would give ger a suggestion on a new way of studying.",8,NA,NA,"I would tell her I think she needs to change up how she studies. Then I would give ger a suggestion on a new way of studying.",NA,NA,1,6,1,1,7,1,1,7,3,3,6,1,7,7,7,6,6,6,4,4,5,2,5,5,4,4,4,4,4,4,3,3,3,3,3,4.6,4,3.75,3,8,1,35,5,"Strategy",0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,NA,3,NA,NA,6,NA,NA,1,NA,3,6,1
"57",77,NA,NA,NA,NA,"She should focus less on memorizing and try and actually under stand what is going on. Its easier to learn hands on.",9,NA,NA,"She should focus less on memorizing and try and actually under stand what is going on. Its easier to learn hands on.",NA,NA,5,3,2,5,4,4,3,5,5,5,4,4,7,5,5,5,5,4,4,3,5,3,5,3,6,4,6,5,1,1,2,5,3,3,4,4,5.33333333333333,2.25,3.75,9,1,24,4,"Strategy",0,1,1,0.5,0,0.5,0,0,0,1,0.4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,NA,5,NA,NA,4,NA,NA,4,NA,5,4,4
"58",78,NA,NA,NA,NA,"You need think about the material and not just memorize it. It would be good if you could discuss it with someone else.",10,NA,NA,"You need think about the material and not just memorize it. It would be good if you could discuss it with someone else.",NA,NA,2,3,3,1,2,1,3,6,3,3,5,3,6,7,4,5,3,7,3,4,2,3,4,3,4,3,3,3,2,4,3,3,3,3,4,3.2,3.33333333333333,3,3.25,10,1,71,4,"Strategy",0,1,1,0.5,0.5,0,1,1,0,0,0.4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,NA,3,NA,NA,5,NA,NA,3,NA,3,5,3
"59",81,"First, I would recommend that Amelia should re-exam her study method.  While going over her study method, she would find out what mistakes she has made last time that made her struggle in her class.  She then search for another study methods which would fit best to her.  Also, I would tell her to track her study progress and seek helps immediately when she start struggling with her courses",9,NA,NA,NA,NA,NA,NA,"First, I would recommend that Amelia should re-exam her study method.  While going over her study method, she would find out what mistakes she has made last time that made her struggle in her class.  She then search for another study methods which would fit best to her.  Also, I would tell her to track her study progress and seek helps immediately when she start struggling with her courses",NA,NA,1,3,4,1,5,2,2,7,3,1,5,1,7,7,7,2,3,5,4,4,5,2,5,4,4,4,3,3,4,4,4,5,5,5,5,4.4,3.66666666666667,3.75,5,9,1,38,5,"Aptitude",0,0,NA,1,0,1,1,1,0,0,0.6,2,3,2,0,0,0,1,1,1,0,0,0,0,0,0,2,0,2,3,1,0,1,NA,NA,3,NA,NA,4,NA,NA,1,3,4
"60",82,NA,NA,"I would gently suggest to her first of all, that she needs to work at this all the time.  Cramming for a test rarely works.  Get interested in the subject, and sometimes what you have to do is ""fake it til you make it"".  Meanwhile, maybe we could study a bit together for the test as long as I see she is putting forth some effort.",8,NA,NA,NA,NA,"I would gently suggest to her first of all, that she needs to work at this all the time.  Cramming for a test rarely works.  Get interested in the subject, and sometimes what you have to do is ""fake it til you make it"".  Meanwhile, maybe we could study a bit together for the test as long as I see she is putting forth some effort.",NA,NA,2,5,3,1,6,1,2,6,2,3,6,2,6,7,7,5,6,1,3,4,3,2,4,3,3,3,4,3,4,3,2,2,3,2,2,3.4,3.33333333333333,3,2.25,8,2,54,5,"Effort",1,0,0,1,0,1,0,0,0,0,0.4,1,1,1,1,2,1,1,1,1,0,0,0,1,0,1,1,0,1,3,1,1,NA,NA,1,NA,NA,6,NA,NA,1,1,6,1
"61",83,"I would suggest for her to figure out a method that helps her learn things easier. Like games help some people learn best, if that's the case, then I would recommend the website Kahoot! for help with learning.",6,NA,NA,NA,NA,NA,NA,"I would suggest for her to figure out a method that helps her learn things easier. Like games help some people learn best, if that's the case, then I would recommend the website Kahoot! for help with learning.",NA,NA,3,3,4,3,7,3,1,7,4,3,4,4,4,7,7,1,4,4,4,5,4,2,5,5,6,6,6,3,3,4,4,4,4,5,4,4.6,6,3.5,4.25,6,2,31,5,"Aptitude",0,0,NA,1,0.5,1,1,1,0,0,0.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3,NA,NA,3,NA,NA,4,NA,NA,3,3,4
"62",87,NA,NA,"First of all pay attention in class at the very least. This will give you a very good idea of what will be on the test. If necessary take notes during class. Read and reread the course material and your notes immediately before the test so it will be fresh in your mind.",9,NA,NA,NA,NA,"First of all pay attention in class at the very least. This will give you a very good idea of what will be on the test. If necessary take notes during class. Read and reread the course material and your notes immediately before the test so it will be fresh in your mind.",NA,NA,1,4,3,1,4,3,2,4,4,2,4,3,5,5,5,7,1,3,4,4,4,3,4,4,6,6,6,4,4,4,4,3,3,4,3,4,6,4,3.25,9,1,62,4,"Effort",1,0,0,1,1,1,0,1,0,1,1,0,0,0,2,2,2,0,0,0,1,1,1,2,2,0,1,2,2,3,0,0,NA,NA,1,NA,NA,4,NA,NA,3,1,4,3
"63",89,NA,NA,NA,NA,"I would recommend to her to maybe record the class lecture on an audio device.  By doing this she can focus on the subject matter in the class.  I would tell her I always learned best when seeing someone go over the material instead of just reading it myself.  If you are taking notes, I have found, then you are not really paying attention to the subject matter and instead just trying to get everything down and not really paying attention to what the material is.  If you have a recording, you can go back and listen again and take notes then.  Hearing the lecture again will then remind her what was being done in the lecture at the time, giving her a mental picture which is always, in my opinion, the best way to remember things.",8,NA,NA,"I would recommend to her to maybe record the class lecture on an audio device.  By doing this she can focus on the subject matter in the class.  I would tell her I always learned best when seeing someone go over the material instead of just reading it myself.  If you are taking notes, I have found, then you are not really paying attention to the subject matter and instead just trying to get everything down and not really paying attention to what the material is.  If you have a recording, you can go back and listen again and take notes then.  Hearing the lecture again will then remind her what was being done in the lecture at the time, giving her a mental picture which is always, in my opinion, the best way to remember things.",NA,NA,2,3,4,2,4,2,2,6,4,3,5,2,7,5,5,5,6,6,4,3,4,3,4,4,5,4,4,3,4,3,3,4,3,3,4,3.8,4.33333333333333,3.25,3.5,8,1,42,4,"Strategy",0,1,1,1,1,1,1,1,0,0,0.8,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,NA,3,NA,NA,5,NA,NA,2,NA,3,5,2
"64",92,"I would ask her to study with me and that I will help her on the topics so as she has a better understanding as well as get more information and study time in.",9,NA,NA,NA,NA,NA,NA,"I would ask her to study with me and that I will help her on the topics so as she has a better understanding as well as get more information and study time in.",NA,NA,2,5,1,3,5,1,1,5,1,4,4,1,7,4,7,4,6,3,4,3,5,2,4,4,4,3,5,4,5,4,3,3,5,3,4,4,4,4,3.75,9,2,34,4,"Aptitude",0,0,NA,1,0,0,0,0,1,0,0.2,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,2,0,1,2,NA,NA,5,NA,NA,1,NA,NA,2,5,1
"65",93,NA,NA,"I would first let her know that studying is very important and paying attention class would help alot. I would then ask if she has concentration issues and ask what her diet is. I would also like to know if she has been exercising. After taking these steps I would have her let me know if her concentration gets better.",9,NA,NA,NA,NA,"I would first let her know that studying is very important and paying attention class would help alot. I would then ask if she has concentration issues and ask what her diet is. I would also like to know if she has been exercising. After taking these steps I would have her let me know if her concentration gets better.",NA,NA,4,2,3,4,2,3,2,5,2,3,2,6,4,6,2,5,2,3,4,2,3,1,2,4,3,2,5,2,4,3,3,3,3,2,3,3,3.33333333333333,3,2.75,9,1,23,3,"Effort",1,0,0,1,0,1,0,0,0,0,0.4,0,0,0,1,1,1,0,0,0,0,0,0,1,2,1,0,0,0,1,0,1,NA,NA,4,NA,NA,2,NA,NA,3,4,2,3
"66",94,NA,NA,"I would advise her to write note cards.  I would tell her to look over her notes and go over chapters or materials from class.  Write out the note cards, then study them.",11,NA,NA,NA,NA,"I would advise her to write note cards.  I would tell her to look over her notes and go over chapters or materials from class.  Write out the note cards, then study them.",NA,NA,5,7,1,1,5,2,2,7,3,2,5,2,7,7,7,5,7,5,4,3,4,3,5,4,4,4,3,4,5,4,3,4,5,4,4,4,3.66666666666667,4,4.25,11,2,35,5,"Effort",1,0,0,0,0.5,0,0,1,0,0,0.3,1,0,1,1,2,2,0,0,0,0,0,0,0,1,0,1,2,3,3,1,0,NA,NA,1,NA,NA,5,NA,NA,2,1,5,2
"67",96,"I'd tell her to study more. I'd tell her to make an outline of the important topics that will be tested on and to break them down into subgroups and try to understand the material rather than just memorize things. I'd be positive and supportive but also let her know nicely that this area of study might not suit her.",4,NA,NA,NA,NA,NA,NA,"I'd tell her to study more. I'd tell her to make an outline of the important topics that will be tested on and to break them down into subgroups and try to understand the material rather than just memorize things. I'd be positive and supportive but also let her know nicely that this area of study might not suit her.",NA,NA,6,5,6,2,5,1,1,7,2,6,5,2,7,7,7,7,7,4,3,4,3,2,3,4,5,3,2,5,4,4,2,3,4,3,4,3.4,3.33333333333333,3.75,3.5,4,1,44,5,"Aptitude",0,0,NA,0,1,1,1,1,0,1,0.8,3,3,3,0,1,1,0,0,0,0,0,0,1,1,0,3,1,4,4,1,0,6,NA,NA,5,NA,NA,6,NA,NA,6,5,6
"68",99,"I would advise Amelia to take some time to reconfigure her strategy. Every person has at least one topic which they are not good at, and in order to do well the study method must be changed accordingly. If she struggles to understand the materials I would say it might be best to first approach the teacher/professor and ask if they have time to help or extra materials or suggestions to better learn the material. Then I would start at the very beginning of the materials relevant to the test and try to approach it as if you were teaching to another person. Putting aside your embarrassment and asking a friend or parent to be your 'student' will help you to understand the material more deeply. If you can explain the material to someone who has not taken the class and does not know the topic, then you can say you know the material well enough.",9,NA,NA,NA,NA,NA,NA,"I would advise Amelia to take some time to reconfigure her strategy. Every person has at least one topic which they are not good at, and in order to do well the study method must be changed accordingly. If she struggles to understand the materials I would say it might be best to first approach the teacher/professor and ask if they have time to help or extra materials or suggestions to better learn the material. Then I would start at the very beginning of the materials relevant to the test and try to approach it as if you were teaching to another person. Putting aside your embarrassment and asking a friend or parent to be your 'student' will help you to understand the material more deeply. If you can explain the material to someone who has not taken the class and does not know the topic, then you can say you know the material well enough.",NA,NA,3,2,3,3,7,1,1,4,2,2,7,1,6,7,5,5,3,4,5,4,4,2,5,5,6,7,5,4,4,5,3,5,4,4,4,4.6,6,4,4.25,9,1,26,5,"Aptitude",0,0,NA,1,1,1,1,1,1,0,0.8,1,2,2,0,0,0,1,1,1,0,0,0,0,0,0,2,0,2,3,1,0,3,NA,NA,2,NA,NA,3,NA,NA,3,2,3
"69",100,NA,NA,NA,NA,"I would tell her to take minimal notes but take the notes that she will remember the most.  I wouldn't stick with just the books but would do my own online research from the notes I took.",9,NA,NA,"I would tell her to take minimal notes but take the notes that she will remember the most.  I wouldn't stick with just the books but would do my own online research from the notes I took.",NA,NA,1,4,2,1,4,3,3,7,4,1,6,2,6,6,6,6,5,4,3,3,3,2,2,3,5,4,4,3,4,2,2,2,3,3,3,2.8,4.33333333333333,2.75,2.75,9,2,42,3,"Strategy",0,1,1,0,1,0,1,1,0,1,0.6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,NA,1,NA,NA,6,NA,NA,2,NA,1,6,2
"70",101,NA,NA,"I would let her know that it might help to be a bit more present during class, and make sure she is adding to her study materials with the things we are covering in class. I'd offer to meet up with her after class and help her arrange the things we'd covered that day in a way that makes it easy to study, and hopefully my enthusiasm and a social connection would encourage her to try a bit harder.",9,NA,NA,NA,NA,"I would let her know that it might help to be a bit more present during class, and make sure she is adding to her study materials with the things we are covering in class. I'd offer to meet up with her after class and help her arrange the things we'd covered that day in a way that makes it easy to study, and hopefully my enthusiasm and a social connection would encourage her to try a bit harder.",NA,NA,4,7,1,2,7,1,1,7,4,4,7,1,4,7,7,7,2,6,3,1,5,3,5,4,6,5,5,4,1,3,2,3,3,3,3,3.6,5.33333333333333,2.5,3,9,2,26,4,"Effort",1,0,0,0.5,0.5,1,1,1,0,0,0.6,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,2,1,2,4,1,0,NA,NA,2,NA,NA,7,NA,NA,1,2,7,1
