Status,Progress,Duration (in seconds),Finished,UserLanguage,Q9,Apt advice,Apt expectancy,Effort Advice,Effort Expectancy,Strat Advise,Strat Expectancy,Luck Advise,Luck Expectancy,Apt Out,Apt Var,Apt Uncon,Effort Out,Effort Var,Effort Uncon,Mood Out,Mood Var,Mood Uncon,Strat Out,Strat Var,Strat Uncon,Luck Out,Luck Var,Luck Uncon,Task Out,Task Var,Task Uncon,SMS1,SMS2,SMS3,SMS4,SMS5,SMS6,SMO1,SMO2,SMO3,MP1,MP2,MP3,MP4,SO1,SO2,SO3,SO4,Gender,Race,Race_4_TEXT,Age,Education,FL_25_DO,FL_26_DO,MonitoringPerformance_DO,SO_DO
Response Type,Progress,Duration (in seconds),Finished,User Language,"We are interested in people's opinions on a set of questions and thus seek your cooperation.  This study will take you about 15-20 minutes.  We respect your confidentiality in your performance and answers. Your responses will not be shared outside the research team. Data analyses will only be performed on de-identified data (i.e. we will remove all identifiers before analyzing the data in aggregate).  If you would like to speak to someone about this experiment, you may email the Researcher, Dennis Teo (e0003067@u.nus.edu).   If you consent to participate in this survey, please click on the button below to indicate your consent and proceed to the next page.","In the box below, please describe how you would advise your friend on the above issue.","If Amelia followed your advice, how likely do you think she would improve on the upcoming test?","In the box below, please describe how you would advise your friend on the above issue.","If Amelia followed your advice, how likely do you think she would improve on the upcoming test?","In the box below, please describe how you would advise your friend on the above issue.","If Amelia followed your advice, how likely do you think she would improve on the upcoming test?","In the box below, please describe how you would advise your friend on the above issue.","If Amelia followed your advice, how likely do you think she would improve on the upcoming test?",To what extent does aptitude reside inside or outside you?,To what extent does aptitude change over time?,To what extent is aptitude controllable by you and other people?,To what extent does effort reside inside or outside you?,To what extent does effort change over time?,To what extent is effort controllable by you and other people?,To what extent does mood reside inside or outside you?,To what extent does mood change over time?,To what extent is mood controllable by you and other people?,To what extent does strategy reside inside or outside you?,To what extent does strategy change over time?,To what extent is strategy controllable by you and other people?,To what extent does luck reside inside or outside you?,To what extent does luck change over time?,To what extent is luck controllable by you and other people?,To what extent does task difficulty reside inside or outside you?,To what extent does task difficulty change over time?,To what extent is task difficulty controllable by you and other people?,"In moments when you feel challenged, how often do you ask yourself: ""What are things I can do to make myself better at this?""","When you are struggling with something, how often do you ask yourself: ""What can I do to help myself?""","Whenever something feels difficult, how often do you ask yourself: ""What can I do to get better at this?""","When you are stuck on something, how often do you give up on finding ways to help yourself?""","Whenever you feel like you are not making progress, how often do you ask yourself: ""Is there a better way of doing this?""","Whenever you feel frustrated with something, how often do  you ask yourself: ""How can I do this better?""","How much do you believe that you must always keep an eye out for new strategies, even when everything is going well?","How strongly do you believe that you need to constantly be thinking of different ways to approach a problem, even when things are going smoothly?","How important is it to keep searching for different ways of doing things, even when you have already found a solution?","When you are in the middle of solving a problem, how often do you think: ""How much progress have I made so far?""","When you are working towards a goal, how often do you think to yourself: ""How close am I to the objective?""","When you are performing a task, how often do you ask yourself:""At this point, am I on the right track?""","When you are working on a project, how often do you ask yourself:""How well am I coping with this so far?""","In your opinion, how often do you demonstrate strategy?","In your opinion, how often do you engage in planning?","In your opinion, how often do you think of strategies?","In your opinion, how often do you apply strategy?",What is your gender?,What is your race/ ethnicity? You may select more than one if you identify with more than one. - Selected Choice,"What is your race/ ethnicity? You may select more than one if you identify with more than one. - Other, please specify - Text","What is your age in years, as of 1st January 2018?","In your own schooling, what is the highest degree you have received?",FL_25 - Block Randomizer - Display Order,FL_26 - Block Randomizer - Display Order,Monitoring Performance - Display Order,SO - Display Order
"{""ImportId"":""status""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID8""}","{""ImportId"":""QID102_TEXT""}","{""ImportId"":""QID103""}","{""ImportId"":""QID110_TEXT""}","{""ImportId"":""QID111""}","{""ImportId"":""QID116_TEXT""}","{""ImportId"":""QID117""}","{""ImportId"":""QID119_TEXT""}","{""ImportId"":""QID120""}","{""ImportId"":""QID16""}","{""ImportId"":""QID17""}","{""ImportId"":""QID18""}","{""ImportId"":""QID20""}","{""ImportId"":""QID21""}","{""ImportId"":""QID22""}","{""ImportId"":""QID24""}","{""ImportId"":""QID25""}","{""ImportId"":""QID26""}","{""ImportId"":""QID64""}","{""ImportId"":""QID65""}","{""ImportId"":""QID66""}","{""ImportId"":""QID122""}","{""ImportId"":""QID123""}","{""ImportId"":""QID124""}","{""ImportId"":""QID130""}","{""ImportId"":""QID131""}","{""ImportId"":""QID132""}","{""ImportId"":""QID32""}","{""ImportId"":""QID33""}","{""ImportId"":""QID34""}","{""ImportId"":""QID35""}","{""ImportId"":""QID36""}","{""ImportId"":""QID37""}","{""ImportId"":""QID74""}","{""ImportId"":""QID75""}","{""ImportId"":""QID76""}","{""ImportId"":""QID80""}","{""ImportId"":""QID81""}","{""ImportId"":""QID82""}","{""ImportId"":""QID83""}","{""ImportId"":""QID85""}","{""ImportId"":""QID86""}","{""ImportId"":""QID87""}","{""ImportId"":""QID90""}","{""ImportId"":""QID10""}","{""ImportId"":""QID11""}","{""ImportId"":""QID11_4_TEXT""}","{""ImportId"":""QID12_TEXT""}","{""ImportId"":""QID13""}","{""ImportId"":""FL_25_DO""}","{""ImportId"":""FL_26_DO""}","{""ImportId"":""BL_9H7Joi0JCYVbrzn_DO""}","{""ImportId"":""BL_00PGE35kTuGHzbT_DO""}"
0,100,301,1,EN,1,,,,,Try understanding the fundamental concepts of what you're learning. Then memorize the key facts that are involved.,10,,,1,3,5,1,4,2,1,5,2,2,6,1,6,7,5,7,5,4,4,3,3,3,5,4,4,4,4,3,4,5,3,4,5,3,4,1,1,,38,5,StrategyScenario_Other,TaskDimensions|MoodDimensions|LuckDimensions|EffortDimensions|AptitudeDimensions|StrategyDimensions,Q80|MP4|MP1|MP2|MP3,Q90|SO1|SO3|SO2|SO4
0,100,314,1,EN,1,Immerse yourself in the subject matter as much as you possibly can.  Find a tutor and/or someone else in your class who you know is passionate about the subject matter...and ask them to work with you.  Be relentless until you're sure you've learned everything to the very best of your ability.,10,,,,,,,1,1,7,1,5,1,1,5,5,3,5,1,7,6,7,7,1,6,4,4,4,2,4,4,7,6,5,3,3,4,3,3,4,4,3,1,1,,43,4,AptitudeScenario_Other,StrategyDimensions|LuckDimensions|AptitudeDimensions|TaskDimensions|EffortDimensions|MoodDimensions,Q80|MP3|MP2|MP4|MP1,Q90|SO1|SO2|SO3|SO4
0,100,328,1,EN,1,,,Tell her she needs to put more attention to the class. Offer her my notes to copy then request a study date for her so that I can help her retain the important information needed on the test. ,7,,,,,4,7,4,1,1,1,7,3,4,1,7,5,1,7,7,7,7,4,4,4,4,2,3,4,5,4,4,4,3,4,3,4,3,4,4,2,2,,29,5,EffortScenario_Other,EffortDimensions|MoodDimensions|AptitudeDimensions|TaskDimensions|LuckDimensions|StrategyDimensions,Q80|MP2|MP3|MP4|MP1,Q90|SO2|SO1|SO4|SO3
0,100,219,1,EN,1,,,,,,,"Don't drink anything before the test, maybe take some sort of stomach medication like tums. Study harder as well.",9,4,3,2,1,7,1,3,7,3,4,4,3,7,7,7,5,3,5,4,4,4,2,4,5,6,4,4,5,5,5,3,4,5,4,4,2,1,,29,5,LuckScenario_Other,MoodDimensions|EffortDimensions|AptitudeDimensions|StrategyDimensions|TaskDimensions|LuckDimensions,Q80|MP1|MP2|MP4|MP3,Q90|SO1|SO4|SO2|SO3
0,100,373,1,EN,1,,,,,I would have her write notes on examples she can think of while in class. Any notes she has have her review and write example of each concept.,9,,,2,4,2,4,6,3,1,7,4,2,5,5,5,7,7,3,6,5,3,5,4,2,5,5,5,5,6,3,3,3,2,3,4,3,3,2,1,,60,3,StrategyScenario_Other,AptitudeDimensions|MoodDimensions|LuckDimensions|EffortDimensions|TaskDimensions|StrategyDimensions,Q80|MP4|MP2|MP3|MP1,Q90|SO1|SO4|SO2|SO3
0,100,386,1,EN,1,,,,,Study the book more and actually read the book. Try to understand what the materials mean instead of just memorizing things.,8,,,1,6,2,2,6,2,2,6,5,2,6,2,7,7,7,5,6,5,4,4,5,4,4,4,5,5,6,4,4,4,5,4,5,4,4,2,1,,35,5,StrategyScenario_Other,StrategyDimensions|EffortDimensions|LuckDimensions|TaskDimensions|AptitudeDimensions|MoodDimensions,Q80|MP1|MP4|MP3|MP2,Q90|SO4|SO3|SO1|SO2
0,100,366,1,EN,1,I would still give her direction and instruction on how to do the specific task. I would even give her additional coaching to give her tips and pointers on where she make errors. I was in asked if she's comfortable to complete the task. If she isn't then I will ask if I can take over.,11,,,,,,,4,5,1,4,6,6,3,3,3,5,5,5,7,7,7,5,6,6,3,3,3,3,4,3,6,6,6,3,4,4,5,5,5,5,5,2,1,,28,5,AptitudeScenario_Other,AptitudeDimensions|EffortDimensions|TaskDimensions|LuckDimensions|StrategyDimensions|MoodDimensions,Q80|MP1|MP4|MP3|MP2,Q90|SO1|SO2|SO4|SO3
0,100,358,1,EN,1,,,,,"nothing In the first instance, the council plans to implement Amelia to answer general queries coming to the website — answering requests in an intelligent, non-scripted way. In addition, the council will explore how far Amelia can help in managing application processes for specific areas: for example, pre-screening planning applications and providing self-certification for those building plans that fall within specific parameters. As Amelia works alongside the existing service channels, residents will be able to select the way of interacting with the council that best suits their personal needs. Rather than requiring diverse visitors to be technology-literate, Enfield Council will require that their technology be “people-literate.” Given the fact that Amelia interacts using natural language, the expectation is that she will be well placed to support everyone. Enfield’s pioneering adoption of cognitive technology is expected to set a trend for other public sector bodies both in the UK and across other regions",11,,,7,7,6,7,6,7,7,6,7,6,7,7,7,7,7,6,7,7,5,3,4,3,4,5,6,7,7,5,5,3,5,5,5,4,5,1,7,,33,6,StrategyScenario_Other,EffortDimensions|MoodDimensions|TaskDimensions|LuckDimensions|AptitudeDimensions|StrategyDimensions,Q80|MP4|MP2|MP1|MP3,Q90|SO3|SO2|SO4|SO1
0,100,386,1,EN,1,,,,,,,due do out duty but frst care about out health it is very must ,11,6,5,7,7,6,7,7,5,7,6,7,5,6,7,7,7,6,7,5,4,5,4,3,5,7,6,5,5,5,4,4,5,3,4,5,1,7,,30,6,LuckScenario_Other,EffortDimensions|MoodDimensions|LuckDimensions|AptitudeDimensions|StrategyDimensions|TaskDimensions,Q80|MP4|MP2|MP3|MP1,Q90|SO1|SO3|SO2|SO4
0,100,250,1,EN,1,Try to record the lecture so you can go back and listen to it. Try to study in a way that relates to you.,9,,,,,,,3,5,3,2,5,2,1,7,2,4,7,1,6,7,7,4,6,5,4,4,4,2,4,4,5,4,5,4,3,4,3,4,4,4,4,2,1,,41,5,AptitudeScenario_Other,AptitudeDimensions|StrategyDimensions|TaskDimensions|LuckDimensions|EffortDimensions|MoodDimensions,Q80|MP4|MP1|MP3|MP2,Q90|SO1|SO4|SO3|SO2
0,100,250,1,EN,1,"I would advise Amelia to set aside time each day to work through the subject matter. She needs to make a list of what subtopics she has the most trouble with, and devote extra time to that. If possible, I'd tell her to contact the instructor for some outside tutoring if possible, or help her to find a peer tutor. She's going to need to spend a fair amount of time studying for this test if she wants to do well. ",9,,,,,,,6,3,5,1,2,1,3,6,3,1,3,1,7,7,7,7,3,6,5,4,5,2,4,4,6,6,7,3,5,4,3,4,4,5,4,2,1,,21,3,AptitudeScenario_Other,TaskDimensions|LuckDimensions|MoodDimensions|EffortDimensions|StrategyDimensions|AptitudeDimensions,Q80|MP1|MP3|MP4|MP2,Q90|SO1|SO3|SO4|SO2
0,100,385,1,EN,1,Its best to start studying as early as possible. Try to ask questions in class about anything you're confused on. Finding a study partner might help make the material less boring to study.,9,,,,,,,1,3,5,1,6,1,2,6,2,2,5,2,7,6,7,5,3,6,3,2,4,2,3,3,4,3,3,4,3,4,2,3,3,2,3,1,1,,33,4,AptitudeScenario_Other,LuckDimensions|MoodDimensions|StrategyDimensions|AptitudeDimensions|EffortDimensions|TaskDimensions,Q80|MP4|MP2|MP1|MP3,Q90|SO2|SO4|SO1|SO3
0,100,393,1,EN,1,,,,,I think that maybe you should take a different approach than what you're doing. I don't think that just trying to memorize everything is working out for you. You need to try to understand the material rather than just memorizing it word for word. You're going to want to know why something works the way it does and not just accept that it works. I can help you if you need me to. Just let me know what you want to do.,8,,,3,7,4,2,7,2,2,7,3,1,7,1,5,3,3,5,6,4,3,3,3,4,2,3,4,3,3,5,5,4,3,3,2,3,3,3,1,,26,4,StrategyScenario_Other,MoodDimensions|LuckDimensions|TaskDimensions|StrategyDimensions|EffortDimensions|AptitudeDimensions,Q80|MP2|MP4|MP1|MP3,Q90|SO4|SO2|SO1|SO3
0,100,403,1,EN,1,I would tell her that she should seek a professional. She should go to a tutor and have everything explained at her pace.,8,,,,,,,1,7,1,1,5,1,1,7,1,1,3,2,5,7,7,7,2,3,4,2,4,4,5,4,6,6,2,3,3,4,2,3,3,4,4,1,1,,29,5,AptitudeScenario_Other,TaskDimensions|AptitudeDimensions|MoodDimensions|LuckDimensions|StrategyDimensions|EffortDimensions,Q80|MP2|MP3|MP1|MP4,Q90|SO4|SO1|SO2|SO3
0,100,331,1,EN,1,,,,,I would have her re-assess how she implements new information she hears. Perhaps she could use word or situation association. I personally like to absorb the information more like reading a movie plot.,9,,,2,2,2,1,3,1,2,3,3,2,4,2,6,5,5,4,4,4,4,4,4,2,4,4,5,6,6,4,4,5,4,4,5,4,4,2,1,,49,5,StrategyScenario_Other,StrategyDimensions|MoodDimensions|LuckDimensions|TaskDimensions|AptitudeDimensions|EffortDimensions,Q80|MP4|MP2|MP1|MP3,Q90|SO4|SO3|SO2|SO1
0,100,387,1,EN,1,,,Review the lessons taught in class by the teacher-make an outline of crucial talking points/subjects. Review any relevant facts pertaining to the subject by studying online and in the library.  I would tell Amelia to memorize as much information as she could for the test.,9,,,,,5,7,1,1,4,1,1,7,1,1,7,1,7,7,7,4,6,5,4,5,5,2,5,4,7,6,6,3,4,3,4,3,4,4,4,1,1,,51,3,EffortScenario_Other,AptitudeDimensions|MoodDimensions|TaskDimensions|LuckDimensions|EffortDimensions|StrategyDimensions,Q80|MP1|MP3|MP2|MP4,Q90|SO1|SO2|SO4|SO3
0,100,411,1,EN,1,,,,,,,"Amelia I think you are anxious about test and it caused your stomach ache. I would study for the test so you are comfortable with the information you will be tested on. Take deep breaths and try not to get over anxious, because you know this material. No matter how you do you are still a great person. Take your time and do your best that is all anyone can ask if you do poorly try hard next time.",8,1,4,2,1,1,1,1,6,3,1,1,1,7,7,7,6,6,6,3,5,5,2,5,5,5,4,4,2,3,3,3,4,3,3,4,2,1,,63,3,LuckScenario_Other,LuckDimensions|EffortDimensions|TaskDimensions|AptitudeDimensions|MoodDimensions|StrategyDimensions,Q80|MP2|MP3|MP1|MP4,Q90|SO1|SO3|SO2|SO4
0,100,298,1,EN,1,I would recommend that she talk to her teacher and/or other students in the class to go over the materials and try to catch up. ,9,,,,,,,1,7,2,1,7,1,1,7,3,1,7,1,7,7,7,7,1,7,4,4,4,2,4,4,2,2,1,2,4,2,2,4,4,3,4,2,7,,39,5,AptitudeScenario_Other,AptitudeDimensions|LuckDimensions|StrategyDimensions|EffortDimensions|MoodDimensions|TaskDimensions,Q80|MP3|MP2|MP4|MP1,Q90|SO1|SO2|SO3|SO4
0,100,409,1,EN,1,,,,,,,I will advice her to take proper rest and drink less water before test.so she will not have to go bathroom,7,6,3,5,4,4,5,3,3,5,1,6,3,3,3,7,5,4,4,3,4,3,2,5,4,7,1,7,4,3,5,4,5,5,4,2,2,5,,29,5,LuckScenario_Other,TaskDimensions|EffortDimensions|LuckDimensions|AptitudeDimensions|StrategyDimensions|MoodDimensions,Q80|MP2|MP1|MP3|MP4,Q90|SO1|SO4|SO2|SO3
0,100,383,1,EN,1,,,"If you want to succeed in this test, you have to ask yourself how seriously you want to do so. It seems that you're really not that motivated. Perhaps you should think about why you want to do well on this test as well the negative consequences should you do poorly.",7,,,,,1,2,6,2,4,3,2,6,3,3,6,2,7,4,7,7,7,6,5,5,5,3,5,5,5,5,5,3,3,4,3,4,4,4,4,1,1,,54,4,EffortScenario_Other,MoodDimensions|StrategyDimensions|AptitudeDimensions|LuckDimensions|EffortDimensions|TaskDimensions,Q80|MP2|MP3|MP1|MP4,Q90|SO4|SO3|SO2|SO1
0,100,327,1,EN,1,"I would find out what learning style she has, from there I would be able to give her pointers on how to study for the exam.  The way that she is studying is not working for her and she just needs to approach learning from a different point of view in order to see results and hopefully start retaining information.",9,,,,,,,3,5,3,3,3,3,2,5,3,1,6,3,7,7,7,1,5,2,4,4,4,2,5,4,6,6,6,5,5,4,5,4,4,5,5,2,1,,42,6,AptitudeScenario_Other,EffortDimensions|AptitudeDimensions|LuckDimensions|TaskDimensions|StrategyDimensions|MoodDimensions,Q80|MP1|MP3|MP4|MP2,Q90|SO1|SO2|SO3|SO4
0,100,351,1,EN,1,,,I would nicely say she probably needs to spend a little more time reading through materials,9,,,,,1,1,4,1,5,1,1,7,3,4,5,4,7,7,7,7,7,7,3,3,4,3,3,3,4,5,3,5,4,4,4,3,5,3,4,2,1,,29,5,EffortScenario_Other,StrategyDimensions|AptitudeDimensions|LuckDimensions|MoodDimensions|EffortDimensions|TaskDimensions,Q80|MP2|MP4|MP3|MP1,Q90|SO1|SO4|SO2|SO3
0,100,272,1,EN,1,I would make flashcards and drill yourself on the materials.,8,,,,,,,1,6,2,1,5,1,4,7,5,1,6,5,7,7,7,6,6,2,3,3,3,2,3,3,3,2,2,4,4,3,3,2,4,3,3,1,1,,39,4,AptitudeScenario_Other,StrategyDimensions|LuckDimensions|AptitudeDimensions|EffortDimensions|TaskDimensions|MoodDimensions,Q80|MP3|MP2|MP1|MP4,Q90|SO3|SO4|SO1|SO2
0,100,438,1,EN,1,,,,,"First I would suggest she ask the instructor how she could better study for the test. Then I would suggest she learn a better and more efficient way to take notes. Finally, I suggest she find study partners that she could discuss the important points to the lectures.",11,,,1,6,2,1,6,1,1,7,1,1,7,1,2,7,4,5,7,5,5,5,5,2,5,5,7,7,7,4,5,4,2,4,4,4,4,1,1,,59,5,StrategyScenario_Other,EffortDimensions|AptitudeDimensions|TaskDimensions|MoodDimensions|LuckDimensions|StrategyDimensions,Q80|MP4|MP3|MP2|MP1,Q90|SO4|SO2|SO3|SO1
0,100,326,1,EN,1,,,,,,,Make sure to eat in a balanced way the day before and day of. give yourself lots of time to study. don't think too hard about the last test.,10,2,7,3,1,5,1,2,7,4,1,6,6,6,5,7,7,6,4,4,4,4,3,4,4,4,3,4,3,3,3,3,3,3,4,4,2,1,,28,5,LuckScenario_Other,AptitudeDimensions|MoodDimensions|LuckDimensions|TaskDimensions|StrategyDimensions|EffortDimensions,Q80|MP2|MP4|MP1|MP3,Q90|SO3|SO2|SO4|SO1
0,100,258,1,EN,1,,,,,"Try to study key concepts. Take meaningful notes during lectures. Don't try to just memorize the material, try to actually learn it. ",8,,,1,3,4,1,7,1,1,7,5,5,7,4,7,7,7,7,3,5,3,4,4,3,4,4,5,6,7,3,3,4,3,3,4,3,3,2,1,,27,5,StrategyScenario_Other,StrategyDimensions|TaskDimensions|LuckDimensions|MoodDimensions|AptitudeDimensions|EffortDimensions,Q80|MP1|MP2|MP3|MP4,Q90|SO2|SO4|SO1|SO3
0,100,234,1,EN,1,,,"I would really want to make sure that Amelia realizes the reasons why she does poorly in her tests. I would tell her that she should revise her study materials and make a conscious effort to pay attention in class by perhaps taking notes so that there is something to fall back on. I would tell her that if she wanted to truly do better, it would be imperative for her to put more effort in actually learning the material. ",10,,,,,4,4,3,2,2,1,2,4,4,3,3,2,6,6,7,4,4,3,3,3,3,2,3,3,5,4,4,3,3,2,2,3,4,3,3,2,5,,23,5,EffortScenario_Other,MoodDimensions|LuckDimensions|AptitudeDimensions|TaskDimensions|EffortDimensions|StrategyDimensions,Q80|MP3|MP1|MP4|MP2,Q90|SO3|SO2|SO4|SO1
0,100,290,1,EN,1,,,,,,,"Make sure you study hard before the test. Make sure to use the bathroom right before the test so you don't have to get up and leave during it. Also, make sure to eat healthy food before the test so you don't get a stomach ache.",9,2,5,1,1,6,1,1,5,3,5,6,2,7,6,7,7,3,5,5,5,5,2,5,5,5,5,5,3,3,3,3,4,4,4,4,3,1,,32,4,LuckScenario_Other,StrategyDimensions|LuckDimensions|MoodDimensions|TaskDimensions|AptitudeDimensions|EffortDimensions,Q80|MP1|MP2|MP4|MP3,Q90|SO1|SO2|SO4|SO3
0,100,196,1,EN,1,,,,,"I would tell her to study more loosely, try to understand the facts and not just memorize them. ",3,,,1,2,6,1,7,1,1,7,4,1,7,1,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,,29,5,StrategyScenario_Other,EffortDimensions|AptitudeDimensions|StrategyDimensions|LuckDimensions|TaskDimensions|MoodDimensions,Q80|MP2|MP4|MP1|MP3,Q90|SO4|SO1|SO3|SO2
0,100,319,1,EN,1,,,"I would tell Amelia to study for the test each day for a few days in advance of the test. Make sure you know all the material, and study without any distractions.",9,,,,,3,4,3,1,3,1,1,4,2,2,6,1,7,6,7,7,5,5,2,3,3,4,3,3,5,4,2,3,4,2,2,3,3,4,4,1,5,,30,5,EffortScenario_Other,AptitudeDimensions|StrategyDimensions|TaskDimensions|LuckDimensions|EffortDimensions|MoodDimensions,Q80|MP4|MP3|MP2|MP1,Q90|SO4|SO1|SO3|SO2
0,100,523,1,EN,1,,,,,I would advise her that she needs to pay more attention to understanding what is being said and not just memorizing things. I would advise her to read the chapters about what the lectures were in class to get a better understanding of what the teacher was explaining. ,10,,,2,4,3,1,5,1,1,6,3,3,6,2,2,6,7,5,6,4,4,4,4,3,3,3,5,1,2,4,4,3,2,3,3,3,3,2,1,,41,3,StrategyScenario_Other,EffortDimensions|TaskDimensions|MoodDimensions|StrategyDimensions|LuckDimensions|AptitudeDimensions,Q80|MP4|MP2|MP3|MP1,Q90|SO1|SO4|SO3|SO2
0,100,474,1,EN,1,,,,,,,study a lot for the test and don't eat anything before the test.  take deep breaths during the test to relax,6,2,6,2,1,6,1,2,6,4,2,6,2,5,6,2,4,6,5,4,4,4,2,3,3,6,4,4,3,4,3,2,3,4,3,3,2,1,,61,3,LuckScenario_Other,LuckDimensions|MoodDimensions|AptitudeDimensions|EffortDimensions|TaskDimensions|StrategyDimensions,Q80|MP1|MP3|MP4|MP2,Q90|SO1|SO2|SO4|SO3
0,100,453,1,EN,1,,,I would rewrite all my notes and study those and ask questions on things you are sure of. Also get a study partner or group and try doing that.,6,,,,,3,4,4,2,4,2,2,3,3,2,5,3,6,4,3,5,4,3,4,4,4,3,4,4,4,3,3,4,4,4,4,2,2,3,3,2,1,,58,4,EffortScenario_Other,TaskDimensions|AptitudeDimensions|MoodDimensions|LuckDimensions|StrategyDimensions|EffortDimensions,Q80|MP3|MP2|MP4|MP1,Q90|SO3|SO1|SO4|SO2
0,100,479,1,EN,1,,,,,,,I would tell Amelia not to stress out so much and think positive thoughts before the test.  I would also recommend she eats something that won't cause a stomachache. ,6,2,3,3,1,4,1,1,5,3,3,5,3,7,7,7,4,3,4,2,2,2,3,3,2,3,2,3,4,4,3,4,3,2,2,3,1,1,,35,6,LuckScenario_Other,TaskDimensions|StrategyDimensions|AptitudeDimensions|EffortDimensions|MoodDimensions|LuckDimensions,Q80|MP2|MP3|MP4|MP1,Q90|SO1|SO4|SO2|SO3
0,100,271,1,EN,1,,,I would be honest with her and tell her that she needs to put more effort into her studies. I would ask her if she is having difficulties with concentration and let her know some of the ways I combat this type of issue myself. Ultimately it is on her to follow through and try to do better. ,10,,,,,4,5,3,1,7,1,1,4,1,4,7,1,7,7,4,7,4,6,5,5,5,2,5,5,7,7,5,5,5,5,5,5,5,5,5,2,1,,34,5,EffortScenario_Other,AptitudeDimensions|MoodDimensions|StrategyDimensions|EffortDimensions|TaskDimensions|LuckDimensions,Q80|MP3|MP2|MP1|MP4,Q90|SO3|SO4|SO2|SO1
0,100,491,1,EN,1,,,,,"Try to be more active with your studying. Instead of just mindlessly reading through your notes, ask yourself questions about what you're reading. Answer these questions as you read, and try to make connections between what your currently studying and what you've studied in the past.",8,,,1,5,2,1,7,1,1,7,4,1,7,1,7,7,7,7,1,4,3,3,3,4,3,3,5,5,5,5,5,5,4,2,3,3,2,2,7,,31,3,StrategyScenario_Other,LuckDimensions|EffortDimensions|MoodDimensions|AptitudeDimensions|StrategyDimensions|TaskDimensions,Q80|MP2|MP4|MP1|MP3,Q90|SO3|SO1|SO4|SO2
0,100,394,1,EN,1,To recognize her weaknesses and begin studying far in advance because she appears to have trouble grasping all needed information. I may offer a copy of my notes for her to look over. ,8,,,,,,,2,3,6,2,5,1,2,6,3,3,5,2,6,5,6,6,6,6,4,4,4,2,4,4,6,6,5,4,4,4,4,3,4,3,3,2,1,,24,5,AptitudeScenario_Other,EffortDimensions|AptitudeDimensions|StrategyDimensions|LuckDimensions|TaskDimensions|MoodDimensions,Q80|MP4|MP3|MP2|MP1,Q90|SO2|SO4|SO3|SO1
0,100,378,1,EN,1,,,I would advise her to learn some new study techniques. I would tell her she could google some studying tricks and learn to take better notes.,6,,,,,3,4,4,2,4,2,2,7,4,2,5,2,7,7,7,7,2,4,3,3,3,2,3,3,4,4,4,2,2,3,2,3,4,3,3,2,1,,28,6,EffortScenario_Other,MoodDimensions|AptitudeDimensions|LuckDimensions|TaskDimensions|EffortDimensions|StrategyDimensions,Q80|MP4|MP3|MP1|MP2,Q90|SO3|SO1|SO2|SO4
0,100,519,1,EN,1,,,,,,,pray and ask the lord to guide you during the test,11,4,4,4,1,7,1,4,7,1,1,1,1,4,1,7,4,4,4,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,2,7,,33,5,LuckScenario_Other,LuckDimensions|AptitudeDimensions|EffortDimensions|MoodDimensions|TaskDimensions|StrategyDimensions,Q80|MP4|MP2|MP1|MP3,Q90|SO2|SO1|SO3|SO4
0,100,528,1,EN,1,I would advise her to find an online tutor. Just because I think she has a low aptitude for the subject doesn't mean that she can't work hard and grasp the material anyway. She may just need someone to explain it in a different way than the professor did. A tutor would be helpful with that.,8,,,,,,,3,3,3,1,7,1,1,7,2,1,6,2,7,6,5,3,3,3,5,5,5,2,5,5,5,5,5,4,4,5,3,4,5,3,4,2,1,,38,5,AptitudeScenario_Other,TaskDimensions|StrategyDimensions|MoodDimensions|EffortDimensions|AptitudeDimensions|LuckDimensions,Q80|MP4|MP3|MP1|MP2,Q90|SO4|SO3|SO2|SO1
0,100,529,1,EN,1,,,"I would advise Amelia to set aside some serious time to study. She needs to start now to have time to review and catch up on what she didn't understand on the last test. She should probably see if there are some classmates with whom she can form a study group -- or just find one to join. That might help quite a lot if she does indeed not pay enough attention in class and might, thus, have some holes in her own notes. She needs to devote time each day to make up for lost time and review the last test to make sure she understands what she didn't at that point. ",9,,,,,1,1,7,1,7,1,1,7,4,2,5,2,7,7,7,7,2,6,3,4,3,2,4,4,5,5,5,4,4,3,3,4,4,3,4,1,1,,41,5,EffortScenario_Other,MoodDimensions|EffortDimensions|TaskDimensions|StrategyDimensions|AptitudeDimensions|LuckDimensions,Q80|MP2|MP4|MP3|MP1,Q90|SO2|SO1|SO4|SO3
0,100,277,1,EN,1,,,,,I would tell her I think she needs to change up how she studies. Then I would give ger a suggestion on a new way of studying.,8,,,1,6,1,1,7,1,1,7,3,3,6,1,7,7,7,6,6,6,4,4,5,2,5,5,4,4,4,4,4,4,3,3,3,3,3,1,1,,35,5,StrategyScenario_Other,TaskDimensions|AptitudeDimensions|StrategyDimensions|EffortDimensions|LuckDimensions|MoodDimensions,Q80|MP4|MP1|MP3|MP2,Q90|SO1|SO3|SO2|SO4
